,turbine,blade1actual,blade1set,blade2actual,blade2set,blade3actual,blade3set,expected power,gearbearing int temp,power,production,gearbox bearing temp,rotor bearing 2 temp,rotor speed,state and fault,generating outboard bearing temp,hub temp,shaft bearing temp,tip speed,tip speed ratio,tower accel,wind dir,wind speed,yaw dev
36866,WTG-C,-0.736372948,-0.707198799,-0.920497656,-0.892550588,-0.847538054,-0.815400898,782.9487915,57.70376205,511.2679138,6913670,65.12262726,-3.700000048,8.137771606,OnLine,34.5,24.89008713,39.98274612,53.62194824,8.728712082,56.70959473,85,6.182343006,5
37010,WTG-C,-0.731504619,-0.546968997,-0.925374568,-0.732320786,-0.842213035,-0.655171096,1395.381348,58.14196777,1526.727051,6926049,67.03002167,-3.700000048,11.48413372,OnLine,35.2182579,25.74842834,44.68661499,78.93521118,10.1287756,31.30793571,136,7.555648327,3.718579769
37154,WTG-C,4.327777386,4.265512466,4.151743889,4.080160618,4.224091053,4.157310486,2625.788818,63.40368271,2829.737061,6956150,73.36022949,-3.700000048,13.50974751,OnLine,40.14381027,29.62789154,49.85395813,87.9750061,8.655198097,81.39035034,152,10.36837196,2
37298,WTG-C,90.47608185,89,90.37042236,89,90.43127441,89,2562.524658,57.37734985,-1.955199242,7005361,59.10977173,-3.700000048,0.026319979,Fault 1341,38.9365387,29.88874626,49.2451973,0.235840082,0.00710201,15.65124416,141,10.16712666,2.792999983
37442,WTG-C,-0.66241461,-0.57363975,-0.898351073,-0.758991539,-0.773860753,-0.68184185,1023.921875,58.07705688,950.5828247,7009598,66.09999847,-3.700000048,9.917770386,OnLine,40.42981339,30.76963615,45.20629883,68.42002869,9.61450386,48.19070816,138,6.845016956,0.679075003
37586,WTG-C,1.245498896,1.291937947,1.055505276,1.106586099,1.139316201,1.183735847,85.01926422,57.10491943,143.0652618,7026662,62.45023727,-3.700000048,7.486485481,OnLine,37.90044785,30.02248383,46.09624481,49.50609207,14.59333801,15.66377544,127,3.41794014,4
37730,WTG-C,1.765281916,1.598333716,1.555531263,1.412981868,1.652300239,1.490131617,45.45703888,59.06664276,88.36058807,7046726,63.23416138,-3.700000048,7.486851215,OnLine,35.64043808,27.80722618,44.19421005,49.522995,15.82979298,36.12081528,125,3.137295723,6
37874,WTG-C,-0.692036688,-0.705102026,-0.886182725,-0.890453815,-0.805377603,-0.813304126,1053.729858,62.42277527,1362.663208,7059613,71.27985382,-3.700000048,11.00361061,OnLine,39.83111191,29.6697216,48.15539932,75.45626068,10.68032932,116.7562103,125,6.851862431,27
38018,WTG-C,90.51622009,85,90.3872757,85,90.40608215,85,307.8951416,47.39675522,-3.307385445,7067370,47.25510406,-3.700000048,0,Fault 1341,37.43093109,34.90192795,35.62895584,0.219677329,0,47.43826294,124,4.644691467,18.44779968
38162,WTG-C,-0.765795171,-0.748758733,-0.954595029,-0.934110522,-0.881293476,-0.856960833,1247.724609,61.89999771,1224.897583,7080507,70.24425507,-3.700000048,10.84943676,OnLine,45.39998627,36.01792526,50.83930206,74.53633118,9.813438416,51.86737442,124,7.355757236,4
38306,WTG-C,8.418527603,8.404482841,8.234285355,8.219130516,8.307561874,8.296279907,2818.042236,63.61230087,2801.458496,7135754,73.94399261,-3.700000048,13.56431484,OnLine,49.22971344,38.96191406,57.26316071,90.22402954,7.215740681,100.7564163,166,12.55062199,0
38450,WTG-C,10.86710739,10.67288017,8.876525879,9.211693764,8.656937599,8.338393211,2814.355469,64.14919281,2814.353516,7201064,73.98885345,-3.700000048,13.4063139,OnLine,47.38129425,36.96484756,55.93645859,88.35536194,7.096197605,144.8466492,167,12.73402882,1.3559829
38594,WTG-C,8.033495903,7.984670639,7.845910072,7.789468765,7.929555893,7.893064976,2691.765137,63.9727211,2905.833984,7269421,73.83525848,-3.700000048,13.75035667,OnLine,46.08845139,35.96152115,54.21814346,89.46437073,6.894899368,217.126297,157,13.25888443,7
38738,WTG-C,-0.751313567,-0.751470745,-0.936476171,-0.936822534,-0.854299366,-0.859672844,1369.205566,63.33472824,1795.522095,7327684,72.1375351,-3.700000048,12.33946609,OnLine,44.80887604,36.67377472,55.39847946,82.96971893,10.8835783,78.87992859,161,7.549037933,3.387851477
38882,WTG-C,-0.28440699,-0.308056712,-0.471038491,-0.493408501,-0.389549881,-0.416258812,1859.576172,63.78131485,2012.043091,7363818,73,-3.700000048,12.89292812,OnLine,43.76200485,35.60943604,54.25315857,85.98913574,10.14851189,138.5939484,151,8.478844643,3
39026,WTG-C,-0.660810113,-0.668327868,-0.851370633,-0.853679657,-0.773679316,-0.776529968,2091.608643,63.51517105,1875.749023,7391914,72.80758667,-3.700000048,12.46316338,OnLine,44.33342361,36.58514786,53.80612564,85.65067291,9.294143677,84.48825073,152,8.90853405,1
39170,WTG-C,1.219745398,1.209703207,1.040351748,1.024351358,1.130379319,1.101501107,2459.701904,63.98165894,2524.468262,7421011,73.626297,-3.700000048,13.47853184,OnLine,44.65250397,35.75069809,53.92822647,89.95059967,9.16793251,64.13716125,133,9.779940605,5
39314,WTG-C,-0.310253114,-0.251376152,-0.501173735,-0.436727941,-0.420692205,-0.359578252,1582.938477,63.66704178,2082.687256,7465180,72.64626312,-3.700000048,13.00822067,OnLine,44.35367584,35.67886353,54.6700592,83.94143677,10.88502502,98.12358093,136,7.964860916,7
39458,WTG-C,2.644467592,2.71498704,2.462622166,2.529635429,2.530885458,2.606785059,2703.374756,63.80639648,2809.768066,7513377,73.85526276,-3.700000048,13.39346409,OnLine,45.94374084,36.00197601,55.55829239,88.5116272,8.615999222,113.0561371,134,10.28329945,5.311645031
39602,WTG-C,1.170126796,1.152620792,0.985407889,0.967269063,1.065680623,1.044418693,2365.255127,63.9806366,2300.991943,7553529,73.81076813,-3.700000048,13.46160221,OnLine,46.18037415,37.76675415,55.01469803,87.7470932,9.453167915,99.73760223,164,9.556365013,6
39746,WTG-C,-0.737294316,-0.736203909,-0.916230321,-0.921555698,-0.842144191,-0.844406009,1202.683472,61.83079529,1236.037109,7573952,69.9201889,-3.700000048,10.83374882,OnLine,40.20731354,32.9015274,52.61565399,69.6055603,10.05880165,71.76667786,43,7.184360981,4.262460709
39890,WTG-C,3.336874485,3.154464245,3.271026373,3.149564505,3.094776392,3.006540298,1477.047974,64.06755066,2194.219971,7605055,73.69999695,-3.700000048,13.48524761,OnLine,46.84704208,37.11603546,54.73178482,88.14817047,11.65406513,179.8405304,140,7.75884819,2.585883379
40034,WTG-C,8.551804543,7.933746815,6.857100964,7.331597328,4.848591805,4.581002235,2673.262695,64.27410126,2833.748291,7662317,74.32221985,-3.700000048,13.63564777,OnLine,50.02952194,39.83199692,56.9940033,91.02358246,7.213387966,264.4338684,161,12.71253872,3
40178,WTG-C,6.118085861,5.846008301,9.063715935,8.730059624,7.601029396,8.039111137,2820,63.93104935,2823.586182,7710528,73.69999695,-3.700000048,13.57249737,OnLine,44.00858688,34.95222092,54.42692947,89.60399628,6.189685822,154.689621,5,14.74312592,11
40322,WTG-C,-0.773049593,-0.753890395,-0.962134778,-0.939242184,-0.880210817,-0.862092495,1398.698853,55.40130234,1489.338257,7758738,63.96853256,-3.700000048,11.41018581,OnLine,33.70228577,24.08550072,46.59699249,75.20992279,10.13483238,69.04174042,18,7.517019749,6.349498272
40466,WTG-C,1.24763763,1.232183695,1.06954515,1.046831846,1.142310023,1.123981595,158.82164,56.5535965,125.7777023,7778805,62.06473541,-3.700000048,7.478429317,OnLine,34.05836868,25.86688232,45.07328033,50.21239471,13.02005386,35.88333893,47,3.840468645,4
40610,WTG-C,-0.745994389,-0.73606813,-0.928746462,-0.921419919,-0.851266325,-0.844270229,1766.17981,60.39999771,1534.963135,7787053,68.64263153,-3.700000048,11.65049076,OnLine,40.05601883,30.98578453,47.49576569,76.71018982,9.362024307,75.78464508,146,8.262509346,4
40754,WTG-C,3.486025333,3.075411558,2.252874136,2.6362257,0.853898108,0.757478416,2574.70752,63.7208519,2795.164551,7809584,73.38057709,-3.700000048,13.50335121,OnLine,42.29992676,32.84990692,52.23355103,87.46704102,8.916487694,145.5719299,146,10.08312702,7
40898,WTG-C,2.293162107,2.263400316,1.12039578,1.155179739,1.584364533,1.361481071,2564.309814,63.80500031,2573.852051,7854777,73.60993958,-3.700000048,13.48019695,OnLine,46.65542221,36.84116364,54.75337219,87.21697235,8.916723251,126.2736969,143,10.07269669,8
2,WTG-E,7.667419434,7.7070117,7.722341537,7.730752945,7.376340389,7.409684181,2650.382568,-3278.5,1983.121216,901208,67.82436371,-3.700000048,13.36400986,OnLine,40.63097382,34.00452042,53.59999847,88.86671448,8.567875862,99.38613129,154,10.39058399,1.930489898
146,WTG-E,8.29305172,8.039973259,7.683051109,7.829577923,6.492800236,6.359586239,2757.501221,-3278.5,2007.454468,942362,67.40016937,-3.700000048,13.25120449,OnLine,38.06063843,30.86641312,54.17713928,88.11659241,7.969293594,288.8722229,354,11.04741001,4.634490967
290,WTG-E,6.709109783,6.6996665,6.700540543,6.692351818,6.322853088,6.312273502,810.1924438,-3278.5,535.8115234,983507,64.1831665,-3.700000048,9.800614357,OnLine,33.25358963,25.21119118,49.2246933,65.17118835,10.49179745,131.3836365,22,6.204181194,3.32919693
434,WTG-E,2.316693068,2.383452892,2.316100597,2.376137972,1.932635903,1.996059656,964.1176758,-3278.5,837.8713989,987034,62.58441544,-3.700000048,10.19542694,OnLine,35.73503876,27.90160561,40.85328674,67.79657745,10.2793417,34.21670151,122,6.590865135,4.407402039
578,WTG-E,84.99860382,85,85.00687408,85,85.02332306,85,2792.233154,-3278.5,-2.084234238,997554,37.63793564,-3.700000048,0.35003224,Maintenance,29.32167625,27.73607063,31.11605072,2.32761097,0.171772495,32.06595993,170,13.04911995,2.336352587
722,WTG-E,7.766519547,7.678732395,7.745744705,7.671417713,7.35862112,7.291339397,1500.084351,-3278.5,1081.039795,1013625,65.80870819,-3.700000048,13.13749409,OnLine,35.02977371,28.84487343,47.90000153,87.36045074,11.60378742,160.9331055,29,7.689684391,4.573306561
866,WTG-E,12.74931526,12.65309429,12.74879646,12.65147591,12.3677845,12.31332397,2820,-3278.5,1537.857788,1036705,67.10308075,-3.700000048,13.48719025,OnLine,38.25423431,30.85961723,50.19178009,89.68582916,5.743657589,61.24974442,170,15.64110851,6.4779706
1010,WTG-E,11.91100597,12.16522312,11.17521095,11.07976246,12.20964813,11.99886799,2808.933838,-3278.5,1305.503296,1077851,67.35405731,-3.700000048,13.13752937,OnLine,38.76755142,32.79630661,53.76708984,87.36068726,7.048717499,116.011734,183,12.51337051,4.757115364
1154,WTG-E,3.444586515,3.342377663,3.432189465,3.335062981,3.060292959,2.954984426,2304.947754,-3278.5,2127.172119,1118991,67.80000305,-3.700000048,13.38233376,OnLine,39.70977402,33.03374481,54.99052429,88.98856354,9.457625389,80.79753113,184,9.302190781,3.059089661
1298,WTG-E,-0.718094766,-0.57356751,-0.646757424,-0.580882311,-1.099832177,-0.960960388,1267.808716,-3278.5,936.6069336,1143628,63.98131943,-3.700000048,9.823155403,OnLine,38.62095642,32.8477478,52.21051025,65.32108307,9.168652534,68.15743256,154,7.241804123,7.233537197
1442,WTG-E,0.955221772,0.989719629,0.936377108,1.021625638,0.577024221,0.602326334,2509.384766,-3278.5,2422.372559,1176743,67.71779633,-3.700000048,13.30608273,OnLine,37.75474548,30.82500267,53.66186523,88.48152161,9.007368088,121.3368683,133,9.926089287,1.180938125
1586,WTG-E,85.04431915,84.33594513,85.04956055,84.33594513,85.04514313,84.33594513,16.57141876,-3278.5,-15.34332466,1193799,56.44083405,-3.700000048,0.048169486,External Curtailment,31.424366,25.74352074,40.5259819,0.320312858,0.170694247,26.96130753,24,1.841268897,2.697978973
1730,WTG-E,64.96237946,65,64.99610138,65,64.97434998,65,8.608708382,-3278.5,-13.03603268,1197309,41.48125076,-3.700000048,0,OK,30.74487305,26.78196526,31.48779869,0,0,3.817376614,39,0.95652312,260.8634644
1874,WTG-E,1.823207855,1.851775527,1.87289691,1.85213232,1.537297368,1.548435807,20.71789932,-3278.5,-14.43274403,1201802,58.17340469,-3.700000048,7.739674091,RunUp,32.45672226,25.65527534,39.14692307,51.4665451,22.30371666,72.53015137,18,2.30198884,4.487264633
2018,WTG-E,33.67359924,33.54597092,33.6624527,33.54632568,33.36432266,33.24263,14.29406452,-3278.5,-20.34716606,1208386,58.53681183,-3.700000048,0.430968821,RunUp,34.48283005,30.04850197,40.89400864,2.865815401,1.79467845,22.89281082,150,1.588229418,5.780715942
2162,WTG-E,-0.543381631,-0.54857111,-0.553872168,-0.548214316,-0.847334862,-0.851910889,1553.939209,-3278.5,1606.69751,1214873,62.7657814,-3.700000048,11.71420574,OnLine,36.70095825,28.84008598,47.70000076,77.89600372,9.993109703,19.19400597,139,7.792264938,3.38540554
2306,WTG-E,7.663496017,7.556355,7.667006016,7.556711674,7.33525753,7.253015041,1920.418823,-3278.5,2845.417725,1220895,68.05691528,-3.700000048,13.47590351,OnLine,36.87184906,28.78988647,45.89159012,89.61078644,10.53652763,114.8154755,93,8.505639076,9
2450,WTG-E,-0.772467732,-0.693526447,-0.676767051,-0.693169653,-0.983097196,-1.016883612,362.4610596,-3278.5,942.9101563,1233928,60.99033737,-3.700000048,9.819651604,OnLine,34.76325607,26.12085152,46.15166092,66.99304962,13.58445358,34.74475098,147,4.82386446,5
2594,WTG-E,0.27861622,0.292704105,0.224730641,0.289485991,-0.07024169,-0.010635656,1888.855835,-3278.5,2112.64209,1266073,67.90000153,-3.700000048,13.06496048,OnLine,39.2976265,30.79880524,53.93724823,87.68538666,10.23611736,197.5198212,141,8.43020153,1
2738,WTG-E,6.581796169,6.534769058,6.586953163,6.535125732,6.288625717,6.231429577,2814.42627,-3278.5,2491.356445,1295165,68.07500458,-3.700000048,13.53352165,OnLine,41.31478882,32.88967896,53.55776978,87.31291962,7.018456459,172.7042084,193,12.01084995,4.695222378
2882,WTG-E,10.08785915,9.941563606,8.470598221,8.725513458,8.052791595,7.753036976,2819.38208,-3278.5,2431.385254,1353426,68.19033051,-3.700000048,13.56313419,OnLine,41.10842514,32.66088104,55.24736786,90.0770874,7.152464867,131.1296997,177,12.54208851,4.647495747
3026,WTG-E,13.67929935,13.70698166,13.68064404,13.70833397,13.36840439,13.40522671,2820,-3278.5,2238.162842,1391592,66.619133,-3.700000048,13.46518421,OnLine,29.82151031,19.9484024,47.9909935,88.9440918,5.428248405,125.9811859,357,16.76362038,0.494600654
3170,WTG-E,5.370182037,5.382408619,5.274392128,5.382765293,5.057562351,5.079068661,2799.321533,-3278.5,2818.520508,1426130,67.69999695,-3.700000048,13.49017334,OnLine,36.35350037,25.16964531,48.46137238,88.21278381,7.647195339,99.86457062,144,11.73095036,3
3314,WTG-E,12.81188011,12.59149456,12.01009178,12.25318623,10.9303751,10.82866669,2820,-3278.5,2603.195557,1482391,67.68310547,-3.700000048,13.41419983,OnLine,36.45766449,26.0736351,50.224617,88.83873749,6.030093193,149.728775,153,14.80512333,2.254570246
3458,WTG-E,0.734994948,1.138055444,0.759657502,1.138412237,0.459793061,0.834715784,173.192688,-3278.5,193.2731934,1500830,62.19699478,-3.700000048,7.488485813,OnLine,32.22251511,25.89176559,40.59775162,49.69794083,12.64015579,99.61019897,123,3.925578117,0
3602,WTG-E,-0.729529023,-0.259302884,-0.779322803,-0.258946091,-1.050588489,-0.562642634,569.6586304,-3278.5,466.7388,1503700,62.99777222,-3.700000048,7.843036175,OnLine,30.43369675,21.89801788,38.90872192,51.58253098,9.412205696,36.26507568,24,5.540572643,1
3746,WTG-E,-0.774356306,-0.292215198,-0.734504342,-0.291858405,-1.073735595,-0.595555007,415.6737366,-3278.5,483.3100891,1550901,60.96897888,-3.700000048,7.929692268,OnLine,28.95713806,18.99562645,43.15938187,53.00650787,10.62512398,28.24858475,351,4.976023197,8
3890,WTG-E,-0.759037614,-0.755414546,-0.777907789,-0.75292927,-1.062372684,-1.055961967,551.1124268,-3278.5,831.9877319,1560815,58.62610626,-3.700000048,9.392487526,OnLine,30.71216393,22.11563301,40.9300499,63.1197052,11.44069099,103.8001404,200,5.481129646,12
4034,WTG-E,7.599565506,7.613704681,7.601396561,7.614061356,7.296032429,7.3103652,2778.734131,-3278.5,2454.361572,1585895,66.25028229,-3.700000048,13.49844933,OnLine,32.88193512,23.85004997,47.68157196,88.63182831,7.505867004,61.93598938,185,11.96121883,0
4178,WTG-E,5.483435154,5.184794903,7.871251583,7.563748837,6.015110016,6.429388046,2813.697021,-3278.5,2710.790527,1625463,67.1236496,-3.700000048,13.37992477,OnLine,33.18186188,22.98539162,48.37721252,90.52347565,6.909108162,174.8687134,171,12.88832188,0
4322,WTG-E,6.904360294,6.931354523,6.901226044,6.931711674,6.600284576,6.628015041,2718.383057,-3278.5,2529.426758,1672665,67.43321228,-3.700000048,13.32607937,OnLine,35.58515167,25.87527084,50.09999847,90.19367981,8.051732063,96.14584351,169,11.11628532,5
4466,WTG-E,-0.691309869,-0.284695715,-0.739342988,-0.284338921,-1.018588305,-0.588035464,599.9596558,-3278.5,574.3518677,1704780,58.02978134,-3.700000048,8.365011215,OnLine,31.43657494,22.23707962,42.88292313,56.22003555,9.949542046,11.83386612,351,5.612738132,6
4610,WTG-E,-0.722558498,-0.541608572,-0.733885407,-0.541251779,-0.850796819,-0.844948292,983.7573853,-3278.5,645.0361938,1709123,62.95055771,-3.700000048,8.694937706,OnLine,31.19177818,22.81058311,38.37773132,55.77334595,8.71587944,13.26781082,144,6.637457848,0
4754,WTG-E,-0.687175572,-0.716601431,-0.669496357,-0.716244638,-0.977740049,-1.019941092,1245.007813,-3278.5,1359.949951,1730196,60.2861824,-3.700000048,11.03034306,OnLine,33.85232925,22.03545952,46.04413605,75.36561584,10.18027878,16.94748688,148,7.203824043,6
10226,WTG-E,1.879454851,1.870311737,1.879295945,1.87066853,1.577019811,1.566971898,2189.10376,-3278.5,2434.20874,1736824,64.04762268,-3.700000048,13.46884632,OnLine,31.73007774,21.88331032,31.00601959,88.91652679,9.911738396,81.0229187,228,9.040947914,3.395364761
10370,WTG-E,1.764534831,1.344281435,1.739127636,1.344638228,1.441270351,1.040941715,22.29221153,-3278.5,14.84644508,1748149,57.63545227,-3.700000048,7.508048058,OnLine,27.95083618,19.9830761,37.29999924,51.6791687,20.11061859,43.73015976,28,2.490140915,32
10514,WTG-E,-0.741052508,-0.741826832,-0.73235786,-0.741470039,-1.049780607,-1.045166492,889.0811157,-3278.5,1132.473877,1756037,62.40617752,-3.700000048,10.40396214,OnLine,29.88562202,21.74267006,36.62395859,67.70256805,10.94335938,70.36290741,226,6.406046391,0.664646864
10658,WTG-E,2.928126097,2.849151373,2.912673235,2.84939909,2.62309289,2.545646667,2764.918945,-3278.5,2703.365723,1773485,67.27243042,-3.700000048,13.53032589,OnLine,34.37475204,24.88459396,46.97354507,89.7569046,7.715019226,115.7938309,201,11.57658577,2.399208546
10802,WTG-E,12.48436832,12.49680614,12.47906494,12.49716282,12.1829958,12.19346619,2451.058105,-3278.5,817.0029907,1794044,57.67931747,-3.700000048,11.27887917,OnLine,27.79496574,18.78291893,42.3509903,72.1925354,7.215024471,97.20565796,21,9.719427109,1
10946,WTG-E,1.673130512,0.014646981,1.703820229,0.015003774,1.347276688,-0.288692802,20.07972336,-3278.5,-9.857344627,1816091,52.28224945,-3.700000048,7.269014835,OnLine,22.40208817,17.76964188,32.90000153,50.86027145,21.28767967,72.53015137,178,2.279448986,7.253461361
11090,WTG-E,13.96956825,14.206213,14.60419178,14.47139072,15.08227062,15.14789963,2807.185303,-3278.5,1633.956177,1842198,59.13005829,-3.700000048,13.4277916,OnLine,28.09427643,16.80802345,39.41317749,87.86203766,5.540028572,164.0496216,4,16.42722893,4.313111305
11234,WTG-E,-0.712722063,-0.712344706,-0.739469409,-0.711987913,-1.043687463,-1.015684485,472.5886536,-3278.5,474.8091431,1867298,55.74863434,-3.700000048,7.731919289,OnLine,17.14127731,7.252869129,31.05308342,52.03190994,9.836760521,11.43237877,126,5.249237061,4
11378,WTG-E,-0.717844129,-0.684449852,-0.701214433,-0.684093058,-1.006392002,-0.987789512,791.437439,-3278.5,650.1048584,1882580,57.46438599,-3.700000048,8.502202034,OnLine,20.39999962,10.74040222,30.57481766,57.70372772,9.13802433,71.69695282,161,6.174824238,3.056241035
