,turbine,date & time,op time,blade1actual,blade1set,blade2actual,blade2set,blade3actual,blade3set,down time,expected power,gearbearing int temp,power,production,gearbox bearing temp,rotor bearing 2 temp,rotor speed,state and fault,generating outboard bearing temp,hub temp,shaft bearing temp,tip speed,tip speed ratio,tower accel,wind dir,wind speed,yaw dev
22322,WTG-C,21-Feb-22 23:10:00,10549704,8.879826546,8.825737,8.831684113,8.77737999,8.869771957,8.817646027,1735182,2798.451904,62.38018417,2766.069336,3269360,71.41334534,-3.700000048,13.31370449,OnLine,32.95631027,18.41534233,45.77512741,90.22451782,7.423312187,182.4878082,356,12.02141571,0
22466,WTG-C,22-Feb-22 23:10:00,10636328,9.024759293,9.098834038,8.901589394,8.919075966,9.171158791,9.1456604,1735182,2663.634766,54.70000076,2199.039795,3326614,62.6631012,-3.700000048,13.45821667,OnLine,12.51299953,3.024658918,32.91259766,89.72719574,8.512184143,100.5965958,5,10.51477909,4.291106224
22610,WTG-C,23-Feb-22 23:10:00,10720947,-0.412005574,-0.339312375,-0.894198418,-0.387668967,-0.859265029,-0.34740299,1735182,575.3325195,53.47160339,536.8313599,3366764,60.52582169,-3.700000048,8.005074501,OnLine,9.769463539,0.798677683,26.49940681,52.88600159,9.92456913,37.12300873,75,5.388253212,0
22754,WTG-C,24-Feb-22 23:10:00,10787520,85.00183868,85,84.99210358,85,84.98708344,85,1735182,1394.003052,30.06976891,-3.448201418,3375373,26.90843201,-3.700000048,0,OK,6.301000118,-2.217798948,11.514081,0.997389734,0,3.817376614,37,7.487624645,4
22898,WTG-C,25-Feb-22 23:10:00,10800604,1.688026309,0.466085225,1.634139299,0.417728662,1.670919299,0.45799461,1735182,246.5468292,38.46229172,38.47432327,3375797,38.94041824,-3.700000048,7.476776123,OnLine,7.673314571,-0.664934814,16.02225304,46.96920776,11.59582615,11.25217915,70,4.3010993,0
23042,WTG-C,26-Feb-22 23:10:00,10844910,12.80825615,12.66844749,12.7489624,12.62009144,12.79452229,12.66035652,1735182,14.54616928,41.05026627,-19.74255943,3377841,42.17072296,-3.700000048,1.091762185,RunUp,13.62629223,9.807959557,21.37181473,7.589002609,4.472346783,3.817376614,-4,1.616241097,18
23186,WTG-C,27-Feb-22 23:10:00,10909804,-0.839189112,-0.775089502,-0.88448596,-0.823446095,-0.842275143,-0.783180118,1735182,1330.570435,58.32188416,1777.472534,3392098,66.15344238,-3.700000048,11.93032074,OnLine,27.49999809,12.71067619,36.08256912,80.78437042,10.82580471,47.99597931,204,7.353077888,4
23330,WTG-C,28-Feb-22 23:10:00,10988349,-0.625013173,-0.336793572,-0.672401547,-0.385150164,-0.631528974,-0.344884187,1735182,949.1450195,54.21537781,1119.532593,3410540,61.76607513,-3.700000048,10.11091709,OnLine,28.67557716,18.78874397,41.88053894,69.37808228,10.24234772,62.27736282,217,6.555635452,1.781332254
23474,WTG-C,01-Mar-22 23:10:00,11058838,7.312577724,6.646914482,6.091971874,6.70249033,3.296050072,3.186891794,1735182,1568.149292,62.65587997,1616.809204,3425550,70.81092834,-3.700000048,13.45031643,OnLine,33.8098526,24.31131744,43.79465866,88.23577118,11.43534565,67.02532959,210,7.819332123,9
23618,WTG-C,02-Mar-22 23:10:00,11137384,3.96046114,4.004092693,3.915020466,3.955736637,3.951388121,3.996001959,1735182,1670.313232,60.78466797,1748.561523,3445012,69.80088806,-3.700000048,13.51123333,OnLine,33.6413269,23.85927582,45.28620148,89.2540741,11.17922211,47.90370941,195,8.013930321,3.797439337
23762,WTG-C,03-Mar-22 23:10:00,11202091,85.00833893,81.63612366,85.01833344,81.63612366,85.0189743,81.63612366,1740001,2586.910156,53.43667221,-15.04902458,3467357,54.98978424,-3.700000048,0.458559602,External Curtailment,34.22936249,25.76026344,41.97589111,0,0,1.061114907,176,10.22188568,3
23906,WTG-C,04-Mar-22 23:10:00,11253499,17.45758629,17.34848404,17.38911057,17.30012703,17.43235779,17.34039307,1740001,2820,53.8262825,905.3899536,3492534,58.64772797,-3.700000048,11.54130173,OnLine,32.20666122,21.07652473,37.76644135,75.90339661,5.27828598,186.9974518,180,14.5952673,0
24050,WTG-C,05-Mar-22 23:10:00,11315920,0.224388003,0.209675357,0.168258443,0.161318764,0.210073948,0.201584741,1740001,1691.602295,60.0519371,2189.667725,3522773,68.82146454,-3.700000048,13.01414013,OnLine,25.37319946,16.84914589,43.76852036,87.58805084,10.85969162,108.756218,5,8.067025185,3
24194,WTG-C,06-Mar-22 23:10:00,11402543,0.340812474,0.37127015,0.300211251,0.237704366,0.419733971,0.423952848,1740001,1825.859741,55.52152634,2142.596924,3564933,63.7342453,-3.700000048,12.76840115,OnLine,15.67860889,1.708569288,35.73898697,82.36906433,10.22770786,81.49399567,324,8.291049957,5
24338,WTG-C,07-Mar-22 23:10:00,11436149,1.138976097,1.581167579,1.093940139,1.532811046,1.133057952,1.573076963,1742513,200.0802155,40.9786911,115.5294724,Bad,43.3413887,Bad,7.476400375,OnLine,12.2721386,2.164739132,19.3396492,48.01902771,11.7283659,46.72482681,72,4.226638794,9.210633278
24482,WTG-C,08-Mar-22 23:10:00,11459300,1.472679138,1.445295095,1.420336962,1.396938562,1.466385007,1.43720448,1743183,52.18703079,41.99394226,91.26985931,3582456,43.88193893,-3.700000048,7.472858429,OnLine,15.49681187,9.946317673,23.03746223,51.11128616,15.75650024,12.91739655,152,3.165044546,2.770829916
36866,WTG-C,03-Jun-22 00:10:00,18336785,-0.736372948,-0.707198799,-0.920497656,-0.892550588,-0.847538054,-0.815400898,1799243,782.9487915,57.70376205,511.2679138,6913670,65.12262726,-3.700000048,8.137771606,OnLine,34.5,24.89008713,39.98274612,53.62194824,8.728712082,56.70959473,85,6.182343006,5
37010,WTG-C,04-Jun-22 00:10:00,18416326,-0.731504619,-0.546968997,-0.925374568,-0.732320786,-0.842213035,-0.655171096,1799243,1395.381348,58.14196777,1526.727051,6926049,67.03002167,-3.700000048,11.48413372,OnLine,35.2182579,25.74842834,44.68661499,78.93521118,10.1287756,31.30793571,136,7.555648327,3.718579769
37154,WTG-C,05-Jun-22 00:10:00,18500929,4.327777386,4.265512466,4.151743889,4.080160618,4.224091053,4.157310486,1799243,2625.788818,63.40368271,2829.737061,6956150,73.36022949,-3.700000048,13.50974751,OnLine,40.14381027,29.62789154,49.85395813,87.9750061,8.655198097,81.39035034,152,10.36837196,2
37298,WTG-C,06-Jun-22 00:10:00,18586521,90.47608185,89,90.37042236,89,90.43127441,89,1799343,2562.524658,57.37734985,-1.955199242,7005361,59.10977173,-3.700000048,0.026319979,Fault 1341,38.9365387,29.88874626,49.2451973,0.235840082,0.00710201,15.65124416,141,10.16712666,2.792999983
37442,WTG-C,07-Jun-22 00:10:00,18606431,-0.66241461,-0.57363975,-0.898351073,-0.758991539,-0.773860753,-0.68184185,1821184,1023.921875,58.07705688,950.5828247,7009598,66.09999847,-3.700000048,9.917770386,OnLine,40.42981339,30.76963615,45.20629883,68.42002869,9.61450386,48.19070816,138,6.845016956,0.679075003
37586,WTG-C,08-Jun-22 00:10:00,18678960,1.245498896,1.291937947,1.055505276,1.106586099,1.139316201,1.183735847,1821184,85.01926422,57.10491943,143.0652618,7026662,62.45023727,-3.700000048,7.486485481,OnLine,37.90044785,30.02248383,46.09624481,49.50609207,14.59333801,15.66377544,127,3.41794014,4
37730,WTG-C,09-Jun-22 00:10:00,18756535,1.765281916,1.598333716,1.555531263,1.412981868,1.652300239,1.490131617,1821184,45.45703888,59.06664276,88.36058807,7046726,63.23416138,-3.700000048,7.486851215,OnLine,35.64043808,27.80722618,44.19421005,49.522995,15.82979298,36.12081528,125,3.137295723,6
37874,WTG-C,10-Jun-22 00:10:00,18823413,-0.692036688,-0.705102026,-0.886182725,-0.890453815,-0.805377603,-0.813304126,1821184,1053.729858,62.42277527,1362.663208,7059613,71.27985382,-3.700000048,11.00361061,OnLine,39.83111191,29.6697216,48.15539932,75.45626068,10.68032932,116.7562103,125,6.851862431,27
38018,WTG-C,11-Jun-22 00:10:00,18847679,90.51622009,85,90.3872757,85,90.40608215,85,1875558,307.8951416,47.39675522,-3.307385445,7067370,47.25510406,-3.700000048,0,Fault 1341,37.43093109,34.90192795,35.62895584,0.219677329,0,47.43826294,124,4.644691467,18.44779968
38162,WTG-C,12-Jun-22 00:10:00,18887538,-0.765795171,-0.748758733,-0.954595029,-0.934110522,-0.881293476,-0.856960833,1916645,1247.724609,61.89999771,1224.897583,7080507,70.24425507,-3.700000048,10.84943676,OnLine,45.39998627,36.01792526,50.83930206,74.53633118,9.813438416,51.86737442,124,7.355757236,4
38306,WTG-C,13-Jun-22 00:10:00,18973143,8.418527603,8.404482841,8.234285355,8.219130516,8.307561874,8.296279907,1916645,2818.042236,63.61230087,2801.458496,7135754,73.94399261,-3.700000048,13.56431484,OnLine,49.22971344,38.96191406,57.26316071,90.22402954,7.215740681,100.7564163,166,12.55062199,0
38450,WTG-C,14-Jun-22 00:10:00,19059737,10.86710739,10.67288017,8.876525879,9.211693764,8.656937599,8.338393211,1916645,2814.355469,64.14919281,2814.353516,7201064,73.98885345,-3.700000048,13.4063139,OnLine,47.38129425,36.96484756,55.93645859,88.35536194,7.096197605,144.8466492,167,12.73402882,1.3559829
38594,WTG-C,15-Jun-22 00:10:00,19146323,8.033495903,7.984670639,7.845910072,7.789468765,7.929555893,7.893064976,1916645,2691.765137,63.9727211,2905.833984,7269421,73.83525848,-3.700000048,13.75035667,OnLine,46.08845139,35.96152115,54.21814346,89.46437073,6.894899368,217.126297,157,13.25888443,7
38738,WTG-C,16-Jun-22 00:10:00,19232946,-0.751313567,-0.751470745,-0.936476171,-0.936822534,-0.854299366,-0.859672844,1916645,1369.205566,63.33472824,1795.522095,7327684,72.1375351,-3.700000048,12.33946609,OnLine,44.80887604,36.67377472,55.39847946,82.96971893,10.8835783,78.87992859,161,7.549037933,3.387851477
38882,WTG-C,17-Jun-22 00:10:00,19319553,-0.28440699,-0.308056712,-0.471038491,-0.493408501,-0.389549881,-0.416258812,1916645,1859.576172,63.78131485,2012.043091,7363818,73,-3.700000048,12.89292812,OnLine,43.76200485,35.60943604,54.25315857,85.98913574,10.14851189,138.5939484,151,8.478844643,3
39026,WTG-C,18-Jun-22 00:10:00,19401140,-0.660810113,-0.668327868,-0.851370633,-0.853679657,-0.773679316,-0.776529968,1916645,2091.608643,63.51517105,1875.749023,7391914,72.80758667,-3.700000048,12.46316338,OnLine,44.33342361,36.58514786,53.80612564,85.65067291,9.294143677,84.48825073,152,8.90853405,1
39170,WTG-C,19-Jun-22 00:10:00,19487754,1.219745398,1.209703207,1.040351748,1.024351358,1.130379319,1.101501107,1916645,2459.701904,63.98165894,2524.468262,7421011,73.626297,-3.700000048,13.47853184,OnLine,44.65250397,35.75069809,53.92822647,89.95059967,9.16793251,64.13716125,133,9.779940605,5
39314,WTG-C,20-Jun-22 00:10:00,19573335,-0.310253114,-0.251376152,-0.501173735,-0.436727941,-0.420692205,-0.359578252,1916645,1582.938477,63.66704178,2082.687256,7465180,72.64626312,-3.700000048,13.00822067,OnLine,44.35367584,35.67886353,54.6700592,83.94143677,10.88502502,98.12358093,136,7.964860916,7
39458,WTG-C,21-Jun-22 00:10:00,19657969,2.644467592,2.71498704,2.462622166,2.529635429,2.530885458,2.606785059,1916645,2703.374756,63.80639648,2809.768066,7513377,73.85526276,-3.700000048,13.39346409,OnLine,45.94374084,36.00197601,55.55829239,88.5116272,8.615999222,113.0561371,134,10.28329945,5.311645031
39602,WTG-C,22-Jun-22 00:10:00,19742532,1.170126796,1.152620792,0.985407889,0.967269063,1.065680623,1.044418693,1916645,2365.255127,63.9806366,2300.991943,7553529,73.81076813,-3.700000048,13.46160221,OnLine,46.18037415,37.76675415,55.01469803,87.7470932,9.453167915,99.73760223,164,9.556365013,6
39746,WTG-C,23-Jun-22 00:10:00,19819066,-0.737294316,-0.736203909,-0.916230321,-0.921555698,-0.842144191,-0.844406009,1916645,1202.683472,61.83079529,1236.037109,7573952,69.9201889,-3.700000048,10.83374882,OnLine,40.20731354,32.9015274,52.61565399,69.6055603,10.05880165,71.76667786,43,7.184360981,4.262460709
39890,WTG-C,24-Jun-22 00:10:00,19905687,3.336874485,3.154464245,3.271026373,3.149564505,3.094776392,3.006540298,1916645,1477.047974,64.06755066,2194.219971,7605055,73.69999695,-3.700000048,13.48524761,OnLine,46.84704208,37.11603546,54.73178482,88.14817047,11.65406513,179.8405304,140,7.75884819,2.585883379
40034,WTG-C,25-Jun-22 00:10:00,19992300,8.551804543,7.933746815,6.857100964,7.331597328,4.848591805,4.581002235,1916645,2673.262695,64.27410126,2833.748291,7662317,74.32221985,-3.700000048,13.63564777,OnLine,50.02952194,39.83199692,56.9940033,91.02358246,7.213387966,264.4338684,161,12.71253872,3
40178,WTG-C,26-Jun-22 00:10:00,20074895,6.118085861,5.846008301,9.063715935,8.730059624,7.601029396,8.039111137,1916645,2820,63.93104935,2823.586182,7710528,73.69999695,-3.700000048,13.57249737,OnLine,44.00858688,34.95222092,54.42692947,89.60399628,6.189685822,154.689621,5,14.74312592,11
40322,WTG-C,27-Jun-22 00:10:00,20160495,-0.773049593,-0.753890395,-0.962134778,-0.939242184,-0.880210817,-0.862092495,1916645,1398.698853,55.40130234,1489.338257,7758738,63.96853256,-3.700000048,11.41018581,OnLine,33.70228577,24.08550072,46.59699249,75.20992279,10.13483238,69.04174042,18,7.517019749,6.349498272
40466,WTG-C,28-Jun-22 00:10:00,20245054,1.24763763,1.232183695,1.06954515,1.046831846,1.142310023,1.123981595,1916645,158.82164,56.5535965,125.7777023,7778805,62.06473541,-3.700000048,7.478429317,OnLine,34.05836868,25.86688232,45.07328033,50.21239471,13.02005386,35.88333893,47,3.840468645,4
40610,WTG-C,29-Jun-22 00:10:00,20296395,-0.745994389,-0.73606813,-0.928746462,-0.921419919,-0.851266325,-0.844270229,1916645,1766.17981,60.39999771,1534.963135,7787053,68.64263153,-3.700000048,11.65049076,OnLine,40.05601883,30.98578453,47.49576569,76.71018982,9.362024307,75.78464508,146,8.262509346,4
40754,WTG-C,30-Jun-22 00:10:00,20371895,3.486025333,3.075411558,2.252874136,2.6362257,0.853898108,0.757478416,1916645,2574.70752,63.7208519,2795.164551,7809584,73.38057709,-3.700000048,13.50335121,OnLine,42.29992676,32.84990692,52.23355103,87.46704102,8.916487694,145.5719299,146,10.08312702,7
40898,WTG-C,01-Jul-22 00:10:00,20458496,2.293162107,2.263400316,1.12039578,1.155179739,1.584364533,1.361481071,1916645,2564.309814,63.80500031,2573.852051,7854777,73.60993958,-3.700000048,13.48019695,OnLine,46.65542221,36.84116364,54.75337219,87.21697235,8.916723251,126.2736969,143,10.07269669,8
2,WTG-E,20-Sep-21 00:10:00,2779134,7.667419434,7.7070117,7.722341537,7.730752945,7.376340389,7.409684181,1576027,2650.382568,-3278.5,1983.121216,901208,67.82436371,-3.700000048,13.36400986,OnLine,40.63097382,34.00452042,53.59999847,88.86671448,8.567875862,99.38613129,154,10.39058399,1.930489898
146,WTG-E,21-Sep-21 00:10:00,2865748,8.29305172,8.039973259,7.683051109,7.829577923,6.492800236,6.359586239,1576027,2757.501221,-3278.5,2007.454468,942362,67.40016937,-3.700000048,13.25120449,OnLine,38.06063843,30.86641312,54.17713928,88.11659241,7.969293594,288.8722229,354,11.04741001,4.634490967
290,WTG-E,22-Sep-21 00:10:00,2952379,6.709109783,6.6996665,6.700540543,6.692351818,6.322853088,6.312273502,1576027,810.1924438,-3278.5,535.8115234,983507,64.1831665,-3.700000048,9.800614357,OnLine,33.25358963,25.21119118,49.2246933,65.17118835,10.49179745,131.3836365,22,6.204181194,3.32919693
434,WTG-E,23-Sep-21 00:10:00,2999380,2.316693068,2.383452892,2.316100597,2.376137972,1.932635903,1.996059656,1576027,964.1176758,-3278.5,837.8713989,987034,62.58441544,-3.700000048,10.19542694,OnLine,35.73503876,27.90160561,40.85328674,67.79657745,10.2793417,34.21670151,122,6.590865135,4.407402039
578,WTG-E,24-Sep-21 00:10:00,3028489,84.99860382,85,85.00687408,85,85.02332306,85,1576027,2792.233154,-3278.5,-2.084234238,997554,37.63793564,-3.700000048,0.35003224,Maintenance,29.32167625,27.73607063,31.11605072,2.32761097,0.171772495,32.06595993,170,13.04911995,2.336352587
722,WTG-E,25-Sep-21 00:10:00,3083988,7.766519547,7.678732395,7.745744705,7.671417713,7.35862112,7.291339397,1576105,1500.084351,-3278.5,1081.039795,1013625,65.80870819,-3.700000048,13.13749409,OnLine,35.02977371,28.84487343,47.90000153,87.36045074,11.60378742,160.9331055,29,7.689684391,4.573306561
866,WTG-E,26-Sep-21 00:10:00,3170605,12.74931526,12.65309429,12.74879646,12.65147591,12.3677845,12.31332397,1576105,2820,-3278.5,1537.857788,1036705,67.10308075,-3.700000048,13.48719025,OnLine,38.25423431,30.85961723,50.19178009,89.68582916,5.743657589,61.24974442,170,15.64110851,6.4779706
1010,WTG-E,27-Sep-21 00:10:00,3256221,11.91100597,12.16522312,11.17521095,11.07976246,12.20964813,11.99886799,1576105,2808.933838,-3278.5,1305.503296,1077851,67.35405731,-3.700000048,13.13752937,OnLine,38.76755142,32.79630661,53.76708984,87.36068726,7.048717499,116.011734,183,12.51337051,4.757115364
1154,WTG-E,28-Sep-21 00:10:00,3341824,3.444586515,3.342377663,3.432189465,3.335062981,3.060292959,2.954984426,1576105,2304.947754,-3278.5,2127.172119,1118991,67.80000305,-3.700000048,13.38233376,OnLine,39.70977402,33.03374481,54.99052429,88.98856354,9.457625389,80.79753113,184,9.302190781,3.059089661
1298,WTG-E,29-Sep-21 00:10:00,3428141,-0.718094766,-0.57356751,-0.646757424,-0.580882311,-1.099832177,-0.960960388,1576105,1267.808716,-3278.5,936.6069336,1143628,63.98131943,-3.700000048,9.823155403,OnLine,38.62095642,32.8477478,52.21051025,65.32108307,9.168652534,68.15743256,154,7.241804123,7.233537197
1442,WTG-E,30-Sep-21 00:10:00,3514757,0.955221772,0.989719629,0.936377108,1.021625638,0.577024221,0.602326334,1576105,2509.384766,-3278.5,2422.372559,1176743,67.71779633,-3.700000048,13.30608273,OnLine,37.75474548,30.82500267,53.66186523,88.48152161,9.007368088,121.3368683,133,9.926089287,1.180938125
1586,WTG-E,01-Oct-21 00:10:00,3588261,85.04431915,84.33594513,85.04956055,84.33594513,85.04514313,84.33594513,1576105,16.57141876,-3278.5,-15.34332466,1193799,56.44083405,-3.700000048,0.048169486,External Curtailment,31.424366,25.74352074,40.5259819,0.320312858,0.170694247,26.96130753,24,1.841268897,2.697978973
1730,WTG-E,02-Oct-21 00:10:00,3628776,64.96237946,65,64.99610138,65,64.97434998,65,1576416,8.608708382,-3278.5,-13.03603268,1197309,41.48125076,-3.700000048,0,OK,30.74487305,26.78196526,31.48779869,0,0,3.817376614,39,0.95652312,260.8634644
1874,WTG-E,03-Oct-21 00:10:00,3684146,1.823207855,1.851775527,1.87289691,1.85213232,1.537297368,1.548435807,1576416,20.71789932,-3278.5,-14.43274403,1201802,58.17340469,-3.700000048,7.739674091,RunUp,32.45672226,25.65527534,39.14692307,51.4665451,22.30371666,72.53015137,18,2.30198884,4.487264633
2018,WTG-E,04-Oct-21 00:10:00,3752616,33.67359924,33.54597092,33.6624527,33.54632568,33.36432266,33.24263,1576416,14.29406452,-3278.5,-20.34716606,1208386,58.53681183,-3.700000048,0.430968821,RunUp,34.48283005,30.04850197,40.89400864,2.865815401,1.79467845,22.89281082,150,1.588229418,5.780715942
2162,WTG-E,05-Oct-21 00:10:00,3797935,-0.543381631,-0.54857111,-0.553872168,-0.548214316,-0.847334862,-0.851910889,1576416,1553.939209,-3278.5,1606.69751,1214873,62.7657814,-3.700000048,11.71420574,OnLine,36.70095825,28.84008598,47.70000076,77.89600372,9.993109703,19.19400597,139,7.792264938,3.38540554
2306,WTG-E,06-Oct-21 00:10:00,3839226,7.663496017,7.556355,7.667006016,7.556711674,7.33525753,7.253015041,1576416,1920.418823,-3278.5,2845.417725,1220895,68.05691528,-3.700000048,13.47590351,OnLine,36.87184906,28.78988647,45.89159012,89.61078644,10.53652763,114.8154755,93,8.505639076,9
2450,WTG-E,07-Oct-21 00:10:00,3886753,-0.772467732,-0.693526447,-0.676767051,-0.693169653,-0.983097196,-1.016883612,1576660,362.4610596,-3278.5,942.9101563,1233928,60.99033737,-3.700000048,9.819651604,OnLine,34.76325607,26.12085152,46.15166092,66.99304962,13.58445358,34.74475098,147,4.82386446,5
2594,WTG-E,08-Oct-21 00:10:00,3968325,0.27861622,0.292704105,0.224730641,0.289485991,-0.07024169,-0.010635656,1577036,1888.855835,-3278.5,2112.64209,1266073,67.90000153,-3.700000048,13.06496048,OnLine,39.2976265,30.79880524,53.93724823,87.68538666,10.23611736,197.5198212,141,8.43020153,1
2738,WTG-E,09-Oct-21 00:10:00,4054965,6.581796169,6.534769058,6.586953163,6.535125732,6.288625717,6.231429577,1577036,2814.42627,-3278.5,2491.356445,1295165,68.07500458,-3.700000048,13.53352165,OnLine,41.31478882,32.88967896,53.55776978,87.31291962,7.018456459,172.7042084,193,12.01084995,4.695222378
2882,WTG-E,10-Oct-21 00:10:00,4141574,10.08785915,9.941563606,8.470598221,8.725513458,8.052791595,7.753036976,1577036,2819.38208,-3278.5,2431.385254,1353426,68.19033051,-3.700000048,13.56313419,OnLine,41.10842514,32.66088104,55.24736786,90.0770874,7.152464867,131.1296997,177,12.54208851,4.647495747
3026,WTG-E,11-Oct-21 00:10:00,4224142,13.67929935,13.70698166,13.68064404,13.70833397,13.36840439,13.40522671,1577036,2820,-3278.5,2238.162842,1391592,66.619133,-3.700000048,13.46518421,OnLine,29.82151031,19.9484024,47.9909935,88.9440918,5.428248405,125.9811859,357,16.76362038,0.494600654
3170,WTG-E,12-Oct-21 00:10:00,4298664,5.370182037,5.382408619,5.274392128,5.382765293,5.057562351,5.079068661,1577036,2799.321533,-3278.5,2818.520508,1426130,67.69999695,-3.700000048,13.49017334,OnLine,36.35350037,25.16964531,48.46137238,88.21278381,7.647195339,99.86457062,144,11.73095036,3
